				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
Duplex, triplex or fourplex	Type of Housing	Modular/ Prefab	High Willingness, Low Capability	1	1	0	0	2	0	0	0	4	1	0	0	11	0
Larger multiplex (5 - 12 units)	Type of Housing	Modular/ Prefab	High Willingness, Low Capability	0	0	0	0	0	0	0	0	2	0	0	0	3	0
Mobile home	Type of Housing	Modular/ Prefab	High Willingness, Low Capability	2	2	4	0	4	5	0	0	0	4	0	4	3	0
Townhouse, row house or semi-detached house	Type of Housing	Modular/ Prefab	High Willingness, Low Capability	4	0	1	0	3	3	0	0	22	2	0	0	14	0
Other	Type of Housing	Modular/ Prefab	High Willingness, Low Capability	0	1	0	0	0	1	0	0	0	1	0	0	1	0
I live alone	Household Composition	Modular/ Prefab	High Willingness, Low Capability	2	0	2	3	12	7	0	0	25	5	4	2	27	0
Your spouse or common-law partner	Household Composition	Modular/ Prefab	High Willingness, Low Capability	20	9	11	19	27	10	0	1	66	21	9	12	83	3
Your parent(s) (including in-laws)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	1	1	2	0	2	0	0	0	3	4	1	1	3	0
Your grandparent(s) (including in-laws)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	9	3	5	3	8	2	0	1	34	3	3	3	21	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	4	0	1	2	7	1	0	0	16	1	1	2	14	0
Your grandchild(ren)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	1	0	0	0	0	0	0	0	2	0	0	1	1	0
Your sibling(s)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	1	0	0	0	0	0	0	0	1	1	0	0	2	0
Other relative(s)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	2	0	0	0	1	0	0	0	2	0	0	0	0	0
Other non-relative(s)	Household Composition	Modular/ Prefab	High Willingness, Low Capability	1	0	2	0	2	1	0	0	1	1	0	0	1	0
It would be more complicated or take longer than purchasing a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, Low Capability	2	1	3	4	5	1	0	1	18	3	3	2	15	1
It would be less affordable than homes built using traditional methods	Barriers	Modular/ Prefab	High Willingness, Low Capability	2	0	3	2	8	0	0	1	16	3	2	2	22	0
The potential financial returns are lower or less certain than the returns from purchasing a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, Low Capability	4	1	4	1	12	0	0	0	20	3	2	2	16	0
It lacks the customization, individuality or look and feel that I would seek in a home	Barriers	Modular/ Prefab	High Willingness, Low Capability	3	3	3	1	6	1	0	0	30	3	2	1	14	1
It would be inferior in quality or durability compared to traditional building methods	Barriers	Modular/ Prefab	High Willingness, Low Capability	3	4	3	6	10	1	0	0	27	2	0	2	21	0
There is a stigma around it that would make me reluctant to purchase one	Barriers	Modular/ Prefab	High Willingness, Low Capability	1	0	1	3	4	1	0	0	11	4	3	1	9	0
It takes away from the character or sense of history in the area	Barriers	Modular/ Prefab	High Willingness, Low Capability	1	0	0	1	5	0	0	0	13	1	2	0	4	1
I would feel a sense of shame or disappointment in myself if I purchased it rather than a traditionally built home	Barriers	Modular/ Prefab	High Willingness, Low Capability	0	1	0	1	2	0	0	0	6	0	1	0	3	0
People I care about would think less of me if I purchased it rather than a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, Low Capability	0	0	0	0	0	0	0	0	2	0	0	0	2	0
They would be better value for money than traditionally built homes	Drivers	Modular/ Prefab	High Willingness, Low Capability	3	2	3	3	6	2	0	1	22	6	2	3	31	1
They would be constructed faster than traditionally built homes	Drivers	Modular/ Prefab	High Willingness, Low Capability	11	5	6	9	10	9	0	1	25	15	5	5	55	0
The construction would be less stressful than traditional construction	Drivers	Modular/ Prefab	High Willingness, Low Capability	9	4	9	13	17	7	0	0	37	14	5	7	40	1
The quality and durability would be just as good or better than a traditionally built home	Drivers	Modular/ Prefab	High Willingness, Low Capability	5	3	2	6	10	6	0	0	27	8	2	6	40	1
It would be an ideal solution to the remoteness or other challenges of the area where I would like to buy	Drivers	Modular/ Prefab	High Willingness, Low Capability	2	3	6	3	3	4	0	0	10	6	6	1	8	0
It would allow me to customize more options in the home	Drivers	Modular/ Prefab	High Willingness, Low Capability	6	1	4	1	11	1	0	0	12	4	3	7	26	0
It would be a more environmentally-friendly option than traditional construction	Drivers	Modular/ Prefab	High Willingness, Low Capability	7	1	5	3	14	4	0	0	36	7	3	1	27	1
It means that the home would be more energy efficient than a traditionally built home	Drivers	Modular/ Prefab	High Willingness, Low Capability	6	0	3	4	15	5	0	1	32	5	3	3	18	2
It aligns with my family situation and lifestyle	Drivers	Modular/ Prefab	High Willingness, Low Capability	2	4	5	1	6	0	0	0	7	3	0	0	7	0
I cannot afford to purchase a prefabricated or modular home within the next 5 years	Barriers	Modular/ Prefab	High Willingness, Low Capability	15	9	10	14	20	9	0	1	51	17	9	8	60	3
There are no financing options that allow me to borrow money to purchase a prefabricated or modular home	Barriers	Modular/ Prefab	High Willingness, Low Capability	8	1	4	5	8	5	0	0	17	5	3	5	30	0
Prefabricated or modular homes are not available for purchase where I live	Barriers	Modular/ Prefab	High Willingness, Low Capability	6	0	5	3	15	5	0	0	38	8	3	3	34	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	5	4	6	7	8	0	0	1	17	8	3	2	18	0
I can verify the information myself through other sources	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	19	8	10	15	29	12	0	1	61	21	7	7	83	3
The information comes from a governmental organisation	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	10	1	8	5	19	10	0	1	43	10	5	7	59	3
The information comes from a non-profit organisation	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	7	2	4	6	4	5	0	0	21	6	4	1	17	1
The information comes from an expert or professional	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	15	5	8	11	25	10	0	0	66	17	8	11	76	0
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	17	4	10	12	22	10	0	0	54	13	9	6	47	1
The information is formatted and presented professionally	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	6	2	5	5	12	7	0	0	37	5	7	5	42	1
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Modular/ Prefab	High Willingness, Low Capability	7	4	6	4	10	3	0	0	19	9	2	9	28	0
Information about risks	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	11	1	7	5	14	9	0	0	38	8	3	4	62	1
Information about the financial benefits associated with the innovation	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	14	2	9	6	21	10	0	0	57	14	5	9	65	1
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	9	3	3	3	9	4	0	1	21	9	4	5	34	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	4	4	9	8	10	3	0	1	42	12	5	9	34	2
Detailed information about the process and timelines	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	11	5	7	14	24	10	0	1	43	14	8	5	54	2
Information about the organisation providing the innovation	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	7	4	3	10	12	4	0	0	28	7	9	5	32	1
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	12	4	5	6	11	8	0	0	29	7	4	4	39	2
Information about how the innovation complies with rules in your area	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	7	0	4	0	12	0	0	0	4	0	3	0	6	0
Information about the environmental impact of the innovation	Key Pieces of Information	Modular/ Prefab	High Willingness, Low Capability	6	2	2	4	7	2	0	0	17	2	1	0	11	0
Man	Gender	Modular/ Prefab	Low Willingness, High Capability	96	18	29	19	89	18	3	2	268	47	37	15	129	3
Woman	Gender	Modular/ Prefab	Low Willingness, High Capability	71	10	26	9	87	16	5	2	232	33	32	5	124	2
Non-binary	Gender	Modular/ Prefab	Low Willingness, High Capability	2	0	0	0	1	0	0	0	2	0	1	0	1	0
Prefer not to answer	Gender	Modular/ Prefab	Low Willingness, High Capability	1	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	18	2	6	0	19	4	0	0	62	5	6	2	45	1
35 to 44 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	36	5	9	6	25	3	5	0	83	5	14	5	48	1
45 to 54 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	32	7	13	5	40	5	1	0	114	20	8	4	52	2
55 to 64 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	40	3	5	8	36	7	0	2	110	23	21	5	59	0
65 to 74 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	27	9	9	6	32	8	2	2	84	16	18	2	32	1
75 to 84 years	Age Group	Modular/ Prefab	Low Willingness, High Capability	13	0	11	3	19	7	0	0	41	11	3	2	9	0
85 years and over	Age Group	Modular/ Prefab	Low Willingness, High Capability	4	2	2	0	6	0	0	0	8	0	0	0	9	0
$100,001 - $130,000	Household Income	Modular/ Prefab	Low Willingness, High Capability	32	10	13	5	48	6	2	2	109	16	13	5	60	1
$40,000 - $70,000	Household Income	Modular/ Prefab	Low Willingness, High Capability	24	1	5	6	23	7	0	1	76	10	15	1	31	2
$70,001 - $100,000	Household Income	Modular/ Prefab	Low Willingness, High Capability	46	3	10	7	34	6	1	0	89	19	16	2	42	1
Less than $40,000	Household Income	Modular/ Prefab	Low Willingness, High Capability	7	0	4	2	9	2	0	0	32	6	8	1	11	1
More than $130,000	Household Income	Modular/ Prefab	Low Willingness, High Capability	52	9	13	7	58	9	5	1	165	26	14	8	87	0
Prefer not to answer	Household Income	Modular/ Prefab	Low Willingness, High Capability	9	5	10	1	5	4	0	0	31	3	4	3	23	0
Owners	Ownership Status	Modular/ Prefab	Low Willingness, High Capability	153	25	46	24	159	30	8	3	452	74	59	20	214	4
Non-Owners	Ownership Status	Modular/ Prefab	Low Willingness, High Capability	17	3	9	4	18	4	0	1	50	6	11	0	40	1
Single-family home	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	122	25	46	26	111	31	4	3	348	71	53	19	157	5
Accessory Dwelling Unit	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	4	0	2	0	12	0	0	0	22	0	6	0	9	0
Condominium	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	18	0	1	0	22	0	1	0	41	2	3	0	27	0
Duplex, triplex or fourplex	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	13	0	1	2	4	1	2	1	13	1	4	0	24	0
Larger multiplex (5 - 12 units)	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	0	0	2	0	1	0	0	0	2	0	0	0	6	0
Mobile home	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	0	0	0	0	0	0	0	0	0	1	0	1	1	0
Townhouse, row house or semi-detached house	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	12	2	2	0	26	1	1	0	76	4	3	0	29	0
Other	Type of Housing	Modular/ Prefab	Low Willingness, High Capability	1	1	0	0	0	0	0	0	0	1	1	0	1	0
I live alone	Household Composition	Modular/ Prefab	Low Willingness, High Capability	14	2	7	2	25	3	1	2	73	7	10	1	38	0
Your spouse or common-law partner	Household Composition	Modular/ Prefab	Low Willingness, High Capability	140	25	43	22	144	29	6	2	375	64	51	19	195	5
Your parent(s) (including in-laws)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	12	0	3	1	9	1	0	0	27	5	3	0	8	0
Your grandparent(s) (including in-laws)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Your child (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	48	4	11	6	35	3	2	0	137	14	21	4	41	1
Multiple of your children (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	20	6	7	3	22	2	1	0	54	13	5	5	45	0
Your grandchild(ren)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	3	0	0	1	1	0	0	0	6	1	0	0	1	0
Your sibling(s)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	0	0	0	0	0	0	0	0	9	0	0	0	6	0
Other relative(s)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	3	0	1	0	3	0	0	0	11	0	0	0	1	0
Other non-relative(s)	Household Composition	Modular/ Prefab	Low Willingness, High Capability	4	1	0	2	7	1	0	0	16	0	3	0	2	0
It would be more complicated or take longer than purchasing a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, High Capability	19	1	4	1	16	2	1	0	56	3	12	3	35	2
It would be less affordable than homes built using traditional methods	Barriers	Modular/ Prefab	Low Willingness, High Capability	10	0	2	1	11	0	0	0	20	4	5	0	26	0
The potential financial returns are lower or less certain than the returns from purchasing a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, High Capability	44	3	9	6	42	12	3	0	85	13	16	2	41	0
It lacks the customization, individuality or look and feel that I would seek in a home	Barriers	Modular/ Prefab	Low Willingness, High Capability	69	6	16	11	69	9	4	2	175	31	19	3	64	1
It would be inferior in quality or durability compared to traditional building methods	Barriers	Modular/ Prefab	Low Willingness, High Capability	63	7	11	9	68	14	4	1	156	29	27	3	83	2
There is a stigma around it that would make me reluctant to purchase one	Barriers	Modular/ Prefab	Low Willingness, High Capability	28	4	7	0	24	4	1	1	59	9	3	0	18	1
It takes away from the character or sense of history in the area	Barriers	Modular/ Prefab	Low Willingness, High Capability	35	5	10	1	40	7	2	1	135	10	10	0	40	1
I would feel a sense of shame or disappointment in myself if I purchased it rather than a traditionally built home	Barriers	Modular/ Prefab	Low Willingness, High Capability	6	1	1	0	7	1	0	0	28	0	2	0	11	0
People I care about would think less of me if I purchased it rather than a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, High Capability	2	1	0	1	3	2	0	0	11	2	0	0	8	0
They would be better value for money than traditionally built homes	Drivers	Modular/ Prefab	Low Willingness, High Capability	24	2	8	3	36	8	1	1	78	17	11	1	74	2
They would be constructed faster than traditionally built homes	Drivers	Modular/ Prefab	Low Willingness, High Capability	38	6	10	9	41	15	3	1	114	19	17	4	93	2
The construction would be less stressful than traditional construction	Drivers	Modular/ Prefab	Low Willingness, High Capability	48	10	16	10	51	11	4	1	120	24	21	5	69	0
The quality and durability would be just as good or better than a traditionally built home	Drivers	Modular/ Prefab	Low Willingness, High Capability	28	6	9	6	28	4	0	0	84	19	14	3	59	2
It would be an ideal solution to the remoteness or other challenges of the area where I would like to buy	Drivers	Modular/ Prefab	Low Willingness, High Capability	20	1	2	3	23	9	2	1	53	10	9	3	20	1
It would allow me to customize more options in the home	Drivers	Modular/ Prefab	Low Willingness, High Capability	22	4	10	2	18	3	2	0	74	8	8	1	39	1
It would be a more environmentally-friendly option than traditional construction	Drivers	Modular/ Prefab	Low Willingness, High Capability	26	2	5	4	29	4	2	0	92	13	12	1	46	1
It means that the home would be more energy efficient than a traditionally built home	Drivers	Modular/ Prefab	Low Willingness, High Capability	28	5	13	3	29	6	0	0	110	9	14	0	50	1
It aligns with my family situation and lifestyle	Drivers	Modular/ Prefab	Low Willingness, High Capability	5	1	1	3	9	0	0	0	27	3	4	1	15	0
I cannot afford to purchase a prefabricated or modular home within the next 5 years	Barriers	Modular/ Prefab	Low Willingness, High Capability	25	5	10	6	29	7	0	0	86	17	9	9	46	1
There are no financing options that allow me to borrow money to purchase a prefabricated or modular home	Barriers	Modular/ Prefab	Low Willingness, High Capability	41	11	17	11	47	9	4	3	119	27	25	10	71	4
Prefabricated or modular homes are not available for purchase where I live	Barriers	Modular/ Prefab	Low Willingness, High Capability	104	12	28	11	101	18	4	1	297	36	36	1	137	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	28	6	6	7	26	12	2	0	101	11	12	5	37	1
I can verify the information myself through other sources	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	134	18	36	22	121	21	6	4	323	60	52	16	174	4
The information comes from a governmental organisation	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	59	8	22	8	71	9	2	1	191	30	26	4	124	2
The information comes from a non-profit organisation	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	23	6	13	1	39	10	0	1	123	11	18	3	41	2
The information comes from an expert or professional	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	87	19	29	14	86	17	6	2	240	35	31	12	129	3
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	89	14	30	15	95	23	4	3	236	46	33	14	109	2
The information is formatted and presented professionally	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	57	7	16	11	55	5	3	1	163	27	22	5	83	0
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Modular/ Prefab	Low Willingness, High Capability	30	6	8	6	36	5	1	0	125	18	15	1	62	1
Information about risks	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	73	14	21	6	78	11	4	2	205	34	34	9	116	2
Information about the financial benefits associated with the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	80	9	31	13	85	18	3	1	223	37	33	12	133	3
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	30	4	12	3	32	6	0	3	123	14	14	1	62	1
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	55	10	16	11	51	6	1	0	163	26	20	6	63	1
Detailed information about the process and timelines	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	71	13	25	13	71	18	5	2	219	38	30	8	103	2
Information about the organisation providing the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	44	8	16	5	49	12	5	1	135	16	19	2	75	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	45	6	9	11	48	5	2	0	141	24	18	9	72	1
Information about how the innovation complies with rules in your area	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	7	0	4	0	12	0	0	0	4	0	3	0	6	0
Information about the environmental impact of the innovation	Key Pieces of Information	Modular/ Prefab	Low Willingness, High Capability	18	3	7	7	32	3	1	1	67	11	7	0	43	0
Man	Gender	Modular/ Prefab	Low Willingness, Low Capability	107	22	37	27	130	25	2	1	338	58	54	17	334	1
Woman	Gender	Modular/ Prefab	Low Willingness, Low Capability	136	33	53	32	171	20	4	1	504	83	76	23	316	2
Non-binary	Gender	Modular/ Prefab	Low Willingness, Low Capability	0	0	1	0	1	0	0	0	2	0	0	0	0	0
Prefer not to answer	Gender	Modular/ Prefab	Low Willingness, Low Capability	0	0	0	0	2	0	0	0	1	0	1	1	2	0
25 to 34 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	31	5	15	2	35	4	0	0	110	9	17	3	59	0
35 to 44 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	36	6	19	8	65	7	3	0	164	19	21	6	115	0
45 to 54 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	56	9	20	14	65	5	1	0	197	35	36	11	152	1
55 to 64 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	59	14	16	15	66	8	1	0	169	34	24	11	157	0
65 to 74 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	38	15	13	13	42	11	0	2	118	26	17	8	95	0
75 to 84 years	Age Group	Modular/ Prefab	Low Willingness, Low Capability	17	5	7	7	23	10	1	0	55	14	10	2	53	2
85 years and over	Age Group	Modular/ Prefab	Low Willingness, Low Capability	6	1	1	0	8	0	0	0	32	4	6	0	21	0
$100,001 - $130,000	Household Income	Modular/ Prefab	Low Willingness, Low Capability	37	8	13	5	64	4	3	0	136	14	21	2	136	0
$40,000 - $70,000	Household Income	Modular/ Prefab	Low Willingness, Low Capability	52	17	24	10	74	11	1	1	194	25	24	12	131	0
$70,001 - $100,000	Household Income	Modular/ Prefab	Low Willingness, Low Capability	45	8	12	13	46	7	0	0	153	32	20	7	134	1
Less than $40,000	Household Income	Modular/ Prefab	Low Willingness, Low Capability	42	17	24	19	50	9	2	0	143	30	29	7	74	2
More than $130,000	Household Income	Modular/ Prefab	Low Willingness, Low Capability	39	5	9	9	41	7	0	1	122	23	19	5	110	0
Prefer not to answer	Household Income	Modular/ Prefab	Low Willingness, Low Capability	28	0	9	3	29	7	0	0	97	17	18	8	67	0
Owners	Ownership Status	Modular/ Prefab	Low Willingness, Low Capability	199	47	69	56	236	39	4	2	683	127	106	39	575	3
Non-Owners	Ownership Status	Modular/ Prefab	Low Willingness, Low Capability	44	8	22	3	68	6	2	0	162	14	25	2	77	0
Single-family home	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	154	38	60	59	137	35	2	1	493	126	99	39	419	2
Accessory Dwelling Unit	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	0	0	0	0	1	0	1	0	2	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	14	1	7	0	40	3	0	0	56	2	9	0	20	0
Condominium	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	27	3	2	0	58	1	0	0	123	1	10	0	71	0
Duplex, triplex or fourplex	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	16	4	9	0	18	2	2	1	25	3	4	0	61	0
Larger multiplex (5 - 12 units)	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	3	1	3	0	1	0	0	0	2	0	3	0	16	0
Mobile home	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	4	6	2	0	5	2	0	0	4	6	0	2	5	1
Townhouse, row house or semi-detached house	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	21	1	7	0	41	0	0	0	132	1	4	0	54	0
Other	Type of Housing	Modular/ Prefab	Low Willingness, Low Capability	4	1	1	0	3	2	1	0	8	2	2	0	6	0
I live alone	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	43	9	23	8	72	16	1	0	170	23	27	2	121	2
Your spouse or common-law partner	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	154	40	51	50	185	26	3	2	544	107	82	37	473	1
Your parent(s) (including in-laws)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	12	1	3	2	25	1	0	0	56	7	6	0	25	0
Your grandparent(s) (including in-laws)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	0	0	0	0	1	0	0	0	2	0	0	0	1	0
Your child (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	52	12	22	9	73	3	2	1	235	31	37	7	105	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	26	5	13	8	22	4	1	0	103	22	6	6	91	0
Your grandchild(ren)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	5	2	1	1	3	0	0	0	11	5	1	0	6	0
Your sibling(s)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	8	0	1	0	12	1	0	0	33	1	2	0	7	0
Other relative(s)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	3	2	0	0	2	1	0	0	13	3	2	0	4	0
Other non-relative(s)	Household Composition	Modular/ Prefab	Low Willingness, Low Capability	17	1	5	0	13	2	1	1	27	5	7	0	6	0
It would be more complicated or take longer than purchasing a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, Low Capability	32	12	8	4	51	4	1	0	127	18	17	5	74	0
It would be less affordable than homes built using traditional methods	Barriers	Modular/ Prefab	Low Willingness, Low Capability	25	4	10	2	21	2	0	0	77	9	8	4	69	0
The potential financial returns are lower or less certain than the returns from purchasing a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, Low Capability	51	10	18	8	70	10	1	0	151	11	25	3	86	0
It lacks the customization, individuality or look and feel that I would seek in a home	Barriers	Modular/ Prefab	Low Willingness, Low Capability	61	18	24	20	79	9	2	2	236	36	36	13	107	0
It would be inferior in quality or durability compared to traditional building methods	Barriers	Modular/ Prefab	Low Willingness, Low Capability	69	17	28	17	79	16	2	1	232	30	30	15	167	1
There is a stigma around it that would make me reluctant to purchase one	Barriers	Modular/ Prefab	Low Willingness, Low Capability	30	3	8	5	26	2	1	0	65	7	12	3	43	0
It takes away from the character or sense of history in the area	Barriers	Modular/ Prefab	Low Willingness, Low Capability	33	4	13	10	36	7	0	1	136	20	26	6	61	1
I would feel a sense of shame or disappointment in myself if I purchased it rather than a traditionally built home	Barriers	Modular/ Prefab	Low Willingness, Low Capability	10	1	3	0	9	0	1	0	34	1	4	2	18	0
People I care about would think less of me if I purchased it rather than a traditionally built home.	Barriers	Modular/ Prefab	Low Willingness, Low Capability	2	0	0	0	2	0	0	0	7	2	2	0	12	0
They would be better value for money than traditionally built homes	Drivers	Modular/ Prefab	Low Willingness, Low Capability	30	6	13	5	35	12	1	0	75	17	7	5	151	1
They would be constructed faster than traditionally built homes	Drivers	Modular/ Prefab	Low Willingness, Low Capability	41	16	14	15	43	13	3	1	115	30	21	10	191	0
The construction would be less stressful than traditional construction	Drivers	Modular/ Prefab	Low Willingness, Low Capability	64	18	26	21	68	9	1	1	178	42	24	13	100	0
The quality and durability would be just as good or better than a traditionally built home	Drivers	Modular/ Prefab	Low Willingness, Low Capability	31	9	10	8	52	9	1	0	128	19	17	6	106	1
It would be an ideal solution to the remoteness or other challenges of the area where I would like to buy	Drivers	Modular/ Prefab	Low Willingness, Low Capability	30	14	15	2	33	4	0	1	65	15	14	7	28	0
It would allow me to customize more options in the home	Drivers	Modular/ Prefab	Low Willingness, Low Capability	25	6	9	7	39	3	0	0	116	13	18	9	57	0
It would be a more environmentally-friendly option than traditional construction	Drivers	Modular/ Prefab	Low Willingness, Low Capability	38	5	17	9	47	3	1	1	158	16	21	3	81	0
It means that the home would be more energy efficient than a traditionally built home	Drivers	Modular/ Prefab	Low Willingness, Low Capability	26	10	16	11	48	5	0	0	163	28	19	6	105	0
It aligns with my family situation and lifestyle	Drivers	Modular/ Prefab	Low Willingness, Low Capability	10	1	6	1	14	2	0	0	44	5	5	1	37	0
I cannot afford to purchase a prefabricated or modular home within the next 5 years	Barriers	Modular/ Prefab	Low Willingness, Low Capability	117	27	43	37	125	21	3	1	366	60	62	24	287	2
There are no financing options that allow me to borrow money to purchase a prefabricated or modular home	Barriers	Modular/ Prefab	Low Willingness, Low Capability	50	14	15	11	63	11	0	0	156	33	32	7	146	0
Prefabricated or modular homes are not available for purchase where I live	Barriers	Modular/ Prefab	Low Willingness, Low Capability	76	14	33	11	116	13	3	1	323	48	37	10	219	1
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	47	14	18	14	55	4	1	0	159	34	24	7	111	0
I can verify the information myself through other sources	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	171	37	59	46	204	34	4	2	558	110	85	30	425	3
The information comes from a governmental organisation	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	83	18	37	28	128	23	2	0	329	42	47	15	301	2
The information comes from a non-profit organisation	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	47	13	23	6	61	6	1	0	168	25	28	4	149	1
The information comes from an expert or professional	Sources of Trust	Modular/ Prefab	Low Willingness, Low Capability	107	24	50	29	146	20	3	1	418	73	71	25	349	1
